year,state,state_po,state_fips,state_cen,state_ic,office,candidate,party,writein,candidatevotes,totalvotes,version,notes
1996,kansas,ks,20,47,32,US President,"Dole, Robert",republican,0,583245,1074300,20171015,
1996,kansas,ks,20,47,32,US President,"Clinton, Bill",democrat,0,387659,1074300,20171015,
1996,kentucky,ky,21,61,51,US President,"Clinton, Bill",democrat,0,636614,1388708,20171015,
1996,kentucky,ky,21,61,51,US President,"Dole, Robert",republican,0,623283,1388708,20171015,
1996,louisiana,la,22,72,45,US President,"Clinton, Bill",democrat,0,927837,1783959,20171015,
1996,louisiana,la,22,72,45,US President,"Dole, Robert",republican,0,712586,1783959,20171015,
1996,maine,me,23,11,2,US President,"Clinton, Bill",democrat,0,312788,605897,20171015,
1996,maine,me,23,11,2,US President,"Dole, Robert",republican,0,186378,605897,20171015,
1996,maryland,md,24,52,52,US President,"Clinton, Bill",democrat,0,966207,1780870,20171015,
1996,maryland,md,24,52,52,US President,"Dole, Robert",republican,0,681530,1780870,20171015,
1996,massachusetts,ma,25,14,3,US President,"Clinton, Bill",democrat,0,1571509,2556459,20171015,
1996,massachusetts,ma,25,14,3,US President,"Dole, Robert",republican,0,718058,2556459,20171015,
1996,michigan,mi,26,34,23,US President,"Clinton, Bill",democrat,0,1989653,3848844,20171015,
1996,michigan,mi,26,34,23,US President,"Dole, Robert",republican,0,1481212,3848844,20171015,
1996,minnesota,mn,27,41,33,US President,"Clinton, Bill",democrat,0,1120380,2192492,20171015,
1996,minnesota,mn,27,41,33,US President,"Dole, Robert",republican,0,766395,2192492,20171015,
1996,mississippi,ms,28,64,46,US President,"Dole, Robert",republican,0,439838,893857,20171015,
1996,mississippi,ms,28,64,46,US President,"Clinton, Bill",democrat,0,394022,893857,20171015,
1996,missouri,mo,29,43,34,US President,"Clinton, Bill",democrat,0,1025935,2158065,20171015,
1996,missouri,mo,29,43,34,US President,"Dole, Robert",republican,0,890016,2158065,20171015,
1996,montana,mt,30,81,64,US President,"Dole, Robert",republican,0,179652,407083,20171015,
1996,montana,mt,30,81,64,US President,"Clinton, Bill",democrat,0,167922,407083,20171015,
1996,nebraska,ne,31,46,35,US President,"Dole, Robert",republican,0,363467,677415,20171015,
1996,nebraska,ne,31,46,35,US President,"Clinton, Bill",democrat,0,236761,677415,20171015,
1996,nevada,nv,32,88,65,US President,"Clinton, Bill",democrat,0,203974,464279,20171015,
1996,nevada,nv,32,88,65,US President,"Dole, Robert",republican,0,199244,464279,20171015,
1996,new-hampshire,nh,33,12,4,US President,"Clinton, Bill",democrat,0,246166,496597,20171015,
1996,new-hampshire,nh,33,12,4,US President,"Dole, Robert",republican,0,196486,496597,20171015,
1996,new-jersey,nj,34,22,12,US President,"Clinton, Bill",democrat,0,1652361,3075860,20171015,
1996,new-jersey,nj,34,22,12,US President,"Dole, Robert",republican,0,1103099,3075860,20171015,
1996,new-mexico,nm,35,85,66,US President,"Clinton, Bill",democrat,0,273495,556074,20171015,
1996,new-mexico,nm,35,85,66,US President,"Dole, Robert",republican,0,232751,556074,20171015,
1996,new-york,ny,36,21,13,US President,"Clinton, Bill",democrat,0,3649630,6439129,20171015,
1996,new-york,ny,36,21,13,US President,"Dole, Robert",republican,0,1738707,6439129,20171015,
1996,north-carolina,nc,37,56,47,US President,"Dole, Robert",republican,0,1225938,2515807,20171015,
1996,north-carolina,nc,37,56,47,US President,"Clinton, Bill",democrat,0,1107849,2515807,20171015,
1996,north-dakota,nd,38,44,36,US President,"Dole, Robert",republican,0,125050,266411,20171015,
1996,north-dakota,nd,38,44,36,US President,"Clinton, Bill",democrat,0,106905,266411,20171015,
1996,ohio,oh,39,31,24,US President,"Clinton, Bill",democrat,0,2148222,4534434,20171015,
1996,ohio,oh,39,31,24,US President,"Dole, Robert",republican,0,1859883,4534434,20171015,
1996,oklahoma,ok,40,73,53,US President,"Dole, Robert",republican,0,582315,1206713,20171015,
1996,oklahoma,ok,40,73,53,US President,"Clinton, Bill",democrat,0,488105,1206713,20171015,
1996,oregon,or,41,92,72,US President,"Clinton, Bill",democrat,0,649641,1377760,20171015,
1996,oregon,or,41,92,72,US President,"Dole, Robert",republican,0,538152,1377760,20171015,
1996,pennsylvania,pa,42,23,14,US President,"Clinton, Bill",democrat,0,2215819,4501307,20171015,
1996,pennsylvania,pa,42,23,14,US President,"Dole, Robert",republican,0,1801169,4501307,20171015,
1996,rhode-island,ri,44,15,5,US President,"Clinton, Bill",democrat,0,233050,390247,20171015,
1996,rhode-island,ri,44,15,5,US President,"Dole, Robert",republican,0,104683,390247,20171015,
1996,south-carolina,sc,45,57,48,US President,"Dole, Robert",republican,0,573339,1150182,20171015,
1996,south-carolina,sc,45,57,48,US President,"Clinton, Bill",democrat,0,506152,1150182,20171015,
1996,south-dakota,sd,46,45,37,US President,"Dole, Robert",republican,0,150543,323826,20171015,
1996,south-dakota,sd,46,45,37,US President,"Clinton, Bill",democrat,0,139333,323826,20171015,
1996,tennessee,tn,47,62,54,US President,"Clinton, Bill",democrat,0,909146,1894105,20171015,
1996,tennessee,tn,47,62,54,US President,"Dole, Robert",republican,0,863530,1894105,20171015,
1996,texas,tx,48,74,49,US President,"Dole, Robert",republican,0,2736167,5611644,20171015,
1996,texas,tx,48,74,49,US President,"Clinton, Bill",democrat,0,2459683,5611644,20171015,
1996,utah,ut,49,87,67,US President,"Dole, Robert",republican,0,361911,665629,20171015,
1996,utah,ut,49,87,67,US President,"Clinton, Bill",democrat,0,221633,665629,20171015,
1996,vermont,vt,50,13,6,US President,"Clinton, Bill",democrat,0,137894,258449,20171015,
1996,vermont,vt,50,13,6,US President,"Dole, Robert",republican,0,80352,258449,20171015,
1996,virginia,va,51,54,40,US President,"Dole, Robert",republican,0,1138350,2416642,20171015,
1996,virginia,va,51,54,40,US President,"Clinton, Bill",democrat,0,1091060,2416642,20171015,
1996,washington,wa,53,91,73,US President,"Clinton, Bill",democrat,0,1123323,2253837,20171015,
1996,washington,wa,53,91,73,US President,"Dole, Robert",republican,0,840712,2253837,20171015,
1996,west-virginia,wv,54,55,56,US President,"Clinton, Bill",democrat,0,327812,636459,20171015,
1996,west-virginia,wv,54,55,56,US President,"Dole, Robert",republican,0,233946,636459,20171015,
1996,wisconsin,wi,55,35,25,US President,"Clinton, Bill",democrat,0,1071971,2196169,20171015,
1996,wisconsin,wi,55,35,25,US President,"Dole, Robert",republican,0,845029,2196169,20171015,
1996,wyoming,wy,56,83,68,US President,"Dole, Robert",republican,0,105388,211571,20171015,
1996,wyoming,wy,56,83,68,US President,"Clinton, Bill",democrat,0,77934,211571,20171015,
2000,alabama,al,1,63,41,US President,"Bush, George W.",republican,0,941173,1666272,20171015,
2000,alabama,al,1,63,41,US President,"Gore, Al",democrat,0,692611,1666272,20171015,
2000,alaska,ak,2,94,81,US President,"Bush, George W.",republican,0,167398,285560,20171015,
2000,alaska,ak,2,94,81,US President,"Gore, Al",democrat,0,79004,285560,20171015,
2000,arizona,az,4,86,61,US President,"Bush, George W.",republican,0,781652,1532016,20171015,
2000,arizona,az,4,86,61,US President,"Gore, Al",democrat,0,685341,1532016,20171015,
2000,arkansas,ar,5,71,42,US President,"Bush, George W.",republican,0,472940,921781,20171015,
2000,arkansas,ar,5,71,42,US President,"Gore, Al",democrat,0,422768,921781,20171015,
2000,california,ca,6,93,71,US President,"Gore, Al",democrat,0,5861203,10965822,20171015,
2000,california,ca,6,93,71,US President,"Bush, George W.",republican,0,4567429,10965822,20171015,
2000,colorado,co,8,84,62,US President,"Bush, George W.",republican,0,883748,1741368,20171015,
2000,colorado,co,8,84,62,US President,"Gore, Al",democrat,0,738227,1741368,20171015,
2000,connecticut,ct,9,16,1,US President,"Gore, Al",democrat,0,816015,1459525,20171015,
2000,connecticut,ct,9,16,1,US President,"Bush, George W.",republican,0,561094,1459525,20171015,
2000,delaware,de,10,51,11,US President,"Gore, Al",democrat,0,180068,327529,20171015,
2000,delaware,de,10,51,11,US President,"Bush, George W.",republican,0,137288,327529,20171015,
2000,district-of-columbia,dc,11,53,55,US President,"Gore, Al",democrat,0,171923,201894,20171015,
2000,district-of-columbia,dc,11,53,55,US President,"Bush, George W.",republican,0,18073,201894,20171015,
2000,florida,fl,12,59,43,US President,"Bush, George W.",republican,0,2912790,5963110,20171015,
2000,florida,fl,12,59,43,US President,"Gore, Al",democrat,0,2912253,5963110,20171015,
2000,georgia,ga,13,58,44,US President,"Bush, George W.",republican,0,1419720,2583208,20171015,
2000,georgia,ga,13,58,44,US President,"Gore, Al",democrat,0,1116230,2583208,20171015,
2000,hawaii,hi,15,95,82,US President,"Gore, Al",democrat,0,205286,367951,20171015,
2000,hawaii,hi,15,95,82,US President,"Bush, George W.",republican,0,137845,367951,20171015,
2000,idaho,id,16,82,63,US President,"Bush, George W.",republican,0,336937,501615,20171015,
2000,idaho,id,16,82,63,US President,"Gore, Al",democrat,0,138637,501615,20171015,
2000,illinois,il,17,33,21,US President,"Gore, Al",democrat,0,2589026,4742108,20171015,
2000,illinois,il,17,33,21,US President,"Bush, George W.",republican,0,2019421,4742108,20171015,
2000,indiana,in,18,32,22,US President,"Bush, George W.",republican,0,1245836,2199302,20171015,
2000,indiana,in,18,32,22,US President,"Gore, Al",democrat,0,901980,2199302,20171015,
2000,iowa,ia,19,42,31,US President,"Gore, Al",democrat,0,638517,1353022,20171015,
2000,iowa,ia,19,42,31,US President,"Bush, George W.",republican,0,634373,1353022,20171015,
2000,kansas,ks,20,47,32,US President,"Bush, George W.",republican,0,622332,1072216,20171015,
2000,kansas,ks,20,47,32,US President,"Gore, Al",democrat,0,399276,1072216,20171015,
2000,kentucky,ky,21,61,51,US President,"Bush, George W.",republican,0,872520,1544106,20171015,
2000,kentucky,ky,21,61,51,US President,"Gore, Al",democrat,0,638923,1544106,20171015,
2000,louisiana,la,22,72,45,US President,"Bush, George W.",republican,0,927871,1765656,20171015,
2000,louisiana,la,22,72,45,US President,"Gore, Al",democrat,0,792344,1765656,20171015,
2000,maine,me,23,11,2,US President,"Gore, Al",democrat,0,319951,651817,20171015,
2000,maine,me,23,11,2,US President,"Bush, George W.",republican,0,286616,651817,20171015,
2000,maryland,md,24,52,52,US President,"Gore, Al",democrat,0,1144008,2025212,20171015,
2000,maryland,md,24,52,52,US President,"Bush, George W.",republican,0,813827,2025212,20171015,
2000,massachusetts,ma,25,14,3,US President,"Gore, Al",democrat,0,1616487,2733964,20171015,
2000,massachusetts,ma,25,14,3,US President,"Bush, George W.",republican,0,878502,2733964,20171015,
2000,michigan,mi,26,34,23,US President,"Gore, Al",democrat,0,2170418,4232501,20171015,
2000,michigan,mi,26,34,23,US President,"Bush, George W.",republican,0,1953139,4232501,20171015,
2000,minnesota,mn,27,41,33,US President,"Bush, George W.",republican,0,1109659,2438685,20171015,
2000,mississippi,ms,28,64,46,US President,"Bush, George W.",republican,0,572844,994184,20171015,
2000,mississippi,ms,28,64,46,US President,"Gore, Al",democrat,0,404614,994184,20171015,
2000,missouri,mo,29,43,34,US President,"Bush, George W.",republican,0,1189924,2359892,20171015,
2000,missouri,mo,29,43,34,US President,"Gore, Al",democrat,0,1111138,2359892,20171015,
2000,montana,mt,30,81,64,US President,"Bush, George W.",republican,0,240178,410986,20171015,
2000,montana,mt,30,81,64,US President,"Gore, Al",democrat,0,137126,410986,20171015,
2000,nebraska,ne,31,46,35,US President,"Bush, George W.",republican,0,433862,697019,20171015,
2000,nebraska,ne,31,46,35,US President,"Gore, Al",democrat,0,231780,697019,20171015,
2000,nevada,nv,32,88,65,US President,"Bush, George W.",republican,0,301575,609426,20171015,
2000,nevada,nv,32,88,65,US President,"Gore, Al",democrat,0,279978,609426,20171015,
2000,new-hampshire,nh,33,12,4,US President,"Bush, George W.",republican,0,273559,569081,20171015,
2000,new-hampshire,nh,33,12,4,US President,"Gore, Al",democrat,0,266348,569081,20171015,
2000,new-jersey,nj,34,22,12,US President,"Gore, Al",democrat,0,1788850,3187226,20171015,
2000,new-jersey,nj,34,22,12,US President,"Bush, George W.",republican,0,1284173,3187226,20171015,
2000,new-mexico,nm,35,85,66,US President,"Gore, Al",democrat,0,286783,598605,20171015,
2000,new-mexico,nm,35,85,66,US President,"Bush, George W.",republican,0,286417,598605,20171015,
2000,new-york,ny,36,21,13,US President,"Gore, Al",democrat,0,3942215,6960215,20171015,
2000,new-york,ny,36,21,13,US President,"Bush, George W.",republican,0,2258577,6960215,20171015,
2000,north-carolina,nc,37,56,47,US President,"Bush, George W.",republican,0,1631163,2914990,20171015,
2000,north-carolina,nc,37,56,47,US President,"Gore, Al",democrat,0,1257692,2914990,20171015,
2000,north-dakota,nd,38,44,36,US President,"Bush, George W.",republican,0,174852,288256,20171015,
2000,north-dakota,nd,38,44,36,US President,"Gore, Al",democrat,0,95284,288256,20171015,
2000,ohio,oh,39,31,24,US President,"Bush, George W.",republican,0,2350363,4701998,20171015,
2000,ohio,oh,39,31,24,US President,"Gore, Al",democrat,0,2183628,4701998,20171015,
2000,oklahoma,ok,40,73,53,US President,"Bush, George W.",republican,0,744337,1234229,20171015,
2000,oklahoma,ok,40,73,53,US President,"Gore, Al",democrat,0,474276,1234229,20171015,
2000,oregon,or,41,92,72,US President,"Gore, Al",democrat,0,720342,1533950,20171015,
2000,oregon,or,41,92,72,US President,"Bush, George W.",republican,0,713577,1533950,20171015,
2000,pennsylvania,pa,42,23,14,US President,"Gore, Al",democrat,0,2485967,4912185,20171015,
2000,pennsylvania,pa,42,23,14,US President,"Bush, George W.",republican,0,2281127,4912185,20171015,
2000,rhode-island,ri,44,15,5,US President,"Gore, Al",democrat,0,249508,409112,20171015,
2000,rhode-island,ri,44,15,5,US President,"Bush, George W.",republican,0,130555,409112,20171015,
2000,south-carolina,sc,45,57,48,US President,"Bush, George W.",republican,0,786892,1383902,20171015,
2000,south-carolina,sc,45,57,48,US President,"Gore, Al",democrat,0,566037,1383902,20171015,
2000,south-dakota,sd,46,45,37,US President,"Bush, George W.",republican,0,190700,316269,20171015,
2000,south-dakota,sd,46,45,37,US President,"Gore, Al",democrat,0,118804,316269,20171015,
2000,tennessee,tn,47,62,54,US President,"Bush, George W.",republican,0,1061949,2076181,20171015,
2000,tennessee,tn,47,62,54,US President,"Gore, Al",democrat,0,981720,2076181,20171015,
2000,texas,tx,48,74,49,US President,"Bush, George W.",republican,0,3799639,6407637,20171015,
2000,texas,tx,48,74,49,US President,"Gore, Al",democrat,0,2433746,6407637,20171015,
2000,utah,ut,49,87,67,US President,"Bush, George W.",republican,0,515096,770754,20171015,
2000,utah,ut,49,87,67,US President,"Gore, Al",democrat,0,203053,770754,20171015,
2000,vermont,vt,50,13,6,US President,"Gore, Al",democrat,0,149022,294308,20171015,
2000,vermont,vt,50,13,6,US President,"Bush, George W.",republican,0,119775,294308,20171015,
2000,virginia,va,51,54,40,US President,"Bush, George W.",republican,0,1437490,2739447,20171015,
2000,virginia,va,51,54,40,US President,"Gore, Al",democrat,0,1217290,2739447,20171015,
2000,washington,wa,53,91,73,US President,"Gore, Al",democrat,0,1247652,2487433,20171015,
2000,washington,wa,53,91,73,US President,"Bush, George W.",republican,0,1108864,2487433,20171015,
2000,west-virginia,wv,54,55,56,US President,"Bush, George W.",republican,0,336475,648124,20171015,
2000,west-virginia,wv,54,55,56,US President,"Gore, Al",democrat,0,295497,648124,20171015,
2000,wisconsin,wi,55,35,25,US President,"Gore, Al",democrat,0,1242987,2598607,20171015,
2000,wisconsin,wi,55,35,25,US President,"Bush, George W.",republican,0,1237279,2598607,20171015,
2000,wyoming,wy,56,83,68,US President,"Bush, George W.",republican,0,147947,213726,20171015,
2000,wyoming,wy,56,83,68,US President,"Gore, Al",democrat,0,60481,213726,20171015,
2004,alabama,al,1,63,41,US President,"Bush, George W.",republican,0,1176394,1883415,20171015,
2004,alabama,al,1,63,41,US President,"Kerry, John",democrat,0,693933,1883415,20171015,
2004,alaska,ak,2,94,81,US President,"Bush, George W.",republican,0,190889,312598,20171015,
2004,alaska,ak,2,94,81,US President,"Kerry, John",democrat,0,111025,312598,20171015,
2004,arizona,az,4,86,61,US President,"Bush, George W.",republican,0,1104294,2012585,20171015,
2004,arizona,az,4,86,61,US President,"Kerry, John",democrat,0,893524,2012585,20171015,
2004,arkansas,ar,5,71,42,US President,"Bush, George W.",republican,0,572898,1054945,20171015,
2004,arkansas,ar,5,71,42,US President,"Kerry, John",democrat,0,469953,1054945,20171015,
2004,california,ca,6,93,71,US President,"Kerry, John",democrat,0,6745485,12421353,20171015,
2004,california,ca,6,93,71,US President,"Bush, George W.",republican,0,5509826,12421353,20171015,
2004,colorado,co,8,84,62,US President,"Bush, George W.",republican,0,1101255,2129630,20171015,
2004,colorado,co,8,84,62,US President,"Kerry, John",democrat,0,1001732,2129630,20171015,
2004,connecticut,ct,9,16,1,US President,"Kerry, John",democrat,0,857488,1578769,20171015,
2004,connecticut,ct,9,16,1,US President,"Bush, George W.",republican,0,693826,1578769,20171015,
2004,delaware,de,10,51,11,US President,"Kerry, John",democrat,0,200152,375190,20171015,
2004,delaware,de,10,51,11,US President,"Bush, George W.",republican,0,171660,375190,20171015,
2004,district-of-columbia,dc,11,53,55,US President,"Kerry, John",democrat,0,202970,227586,20171015,
2004,district-of-columbia,dc,11,53,55,US President,"Bush, George W.",republican,0,21256,227586,20171015,
2004,florida,fl,12,59,43,US President,"Bush, George W.",republican,0,3964522,7609810,20171015,
2004,florida,fl,12,59,43,US President,"Kerry, John",democrat,0,3583544,7609810,20171015,
2004,georgia,ga,13,58,44,US President,"Bush, George W.",republican,0,1914254,3301875,20171015,
2004,georgia,ga,13,58,44,US President,"Kerry, John",democrat,0,1366149,3301875,20171015,
2004,hawaii,hi,15,95,82,US President,"Kerry, John",democrat,0,231708,429013,20171015,
2004,hawaii,hi,15,95,82,US President,"Bush, George W.",republican,0,194191,429013,20171015,
2004,idaho,id,16,82,63,US President,"Bush, George W.",republican,0,409235,598376,20171015,
2004,idaho,id,16,82,63,US President,"Kerry, John",democrat,0,181098,598376,20171015,
2004,illinois,il,17,33,21,US President,"Kerry, John",democrat,0,2891550,5274322,20171015,
2004,illinois,il,17,33,21,US President,"Bush, George W.",republican,0,2345946,5274322,20171015,
2004,indiana,in,18,32,22,US President,"Bush, George W.",republican,0,1479438,2468002,20171015,
2004,indiana,in,18,32,22,US President,"Kerry, John",democrat,0,969011,2468002,20171015,
2004,iowa,ia,19,42,31,US President,"Bush, George W.",republican,0,751957,1506908,20171015,
2004,iowa,ia,19,42,31,US President,"Kerry, John",democrat,0,741898,1506908,20171015,
2004,kansas,ks,20,47,32,US President,"Bush, George W.",republican,0,736456,1187756,20171015,
2004,kansas,ks,20,47,32,US President,"Kerry, John",democrat,0,434993,1187756,20171015,
2004,kentucky,ky,21,61,51,US President,"Bush, George W.",republican,0,1069439,1795882,20171015,
2004,kentucky,ky,21,61,51,US President,"Kerry, John",democrat,0,712733,1795882,20171015,
2004,louisiana,la,22,72,45,US President,"Bush, George W.",republican,0,1102169,1943106,20171015,
2004,louisiana,la,22,72,45,US President,"Kerry, John",democrat,0,820299,1943106,20171015,
2004,maine,me,23,11,2,US President,"Kerry, John",democrat,0,396842,740752,20171015,
2004,maine,me,23,11,2,US President,"Bush, George W.",republican,0,330201,740752,20171015,
2004,maryland,md,24,52,52,US President,"Kerry, John",democrat,0,1334493,2384238,20171015,
2004,maryland,md,24,52,52,US President,"Bush, George W.",republican,0,1024703,2384238,20171015,
2004,maryland,md,24,52,52,US President,Other,democrat,1,7,2384238,20171015,
2004,massachusetts,ma,25,14,3,US President,"Kerry, John",democrat,0,1803800,2927455,20171015,
2004,massachusetts,ma,25,14,3,US President,"Bush, George W.",republican,0,1071109,2927455,20171015,
2004,michigan,mi,26,34,23,US President,"Kerry, John",democrat,0,2479183,4839252,20171015,
2004,michigan,mi,26,34,23,US President,"Bush, George W.",republican,0,2313746,4839252,20171015,
2004,minnesota,mn,27,41,33,US President,"Bush, George W.",republican,0,1346695,2828387,20171015,
2004,mississippi,ms,28,64,46,US President,"Bush, George W.",republican,0,672660,1139824,20171015,
2004,mississippi,ms,28,64,46,US President,"Kerry, John",democrat,0,457766,1139824,20171015,
2004,missouri,mo,29,43,34,US President,"Bush, George W.",republican,0,1455713,2731364,20171015,
2004,missouri,mo,29,43,34,US President,"Kerry, John",democrat,0,1259171,2731364,20171015,
2004,montana,mt,30,81,64,US President,"Bush, George W.",republican,0,266063,450434,20171015,
2004,montana,mt,30,81,64,US President,"Kerry, John",democrat,0,173710,450434,20171015,
2004,nebraska,ne,31,46,35,US President,"Bush, George W.",republican,0,512814,778186,20171015,
2004,nebraska,ne,31,46,35,US President,"Kerry, John",democrat,0,254328,778186,20171015,
2004,nevada,nv,32,88,65,US President,"Bush, George W.",republican,0,418690,829587,20171015,
2004,nevada,nv,32,88,65,US President,"Kerry, John",democrat,0,397190,829587,20171015,
2004,new-hampshire,nh,33,12,4,US President,"Kerry, John",democrat,0,340511,678287,20171015,
2004,new-hampshire,nh,33,12,4,US President,"Bush, George W.",republican,0,331237,678287,20171015,
2004,new-jersey,nj,34,22,12,US President,"Kerry, John",democrat,0,1911430,3611691,20171015,
2004,new-jersey,nj,34,22,12,US President,"Bush, George W.",republican,0,1670003,3611691,20171015,
2004,new-mexico,nm,35,85,66,US President,"Bush, George W.",republican,0,376930,756304,20171015,
2004,new-mexico,nm,35,85,66,US President,"Kerry, John",democrat,0,370942,756304,20171015,
2004,new-york,ny,36,21,13,US President,"Kerry, John",democrat,0,4180755,7448266,20171015,
2004,new-york,ny,36,21,13,US President,"Bush, George W.",republican,0,2806993,7448266,20171015,
2004,north-carolina,nc,37,56,47,US President,"Bush, George W.",republican,0,1961166,3501007,20171015,
2004,north-carolina,nc,37,56,47,US President,"Kerry, John",democrat,0,1525849,3501007,20171015,
2004,north-dakota,nd,38,44,36,US President,"Bush, George W.",republican,0,196651,312833,20171015,
2004,north-dakota,nd,38,44,36,US President,"Kerry, John",democrat,0,111052,312833,20171015,
2004,ohio,oh,39,31,24,US President,"Bush, George W.",republican,0,2859764,5627903,20171015,
2004,ohio,oh,39,31,24,US President,"Kerry, John",democrat,0,2741165,5627903,20171015,
2004,oklahoma,ok,40,73,53,US President,"Bush, George W.",republican,0,959792,1463758,20171015,
2004,oklahoma,ok,40,73,53,US President,"Kerry, John",democrat,0,503966,1463758,20171015,
2004,oregon,or,41,92,72,US President,"Kerry, John",democrat,0,943163,1836782,20171015,
2004,oregon,or,41,92,72,US President,"Bush, George W.",republican,0,866831,1836782,20171015,
2004,pennsylvania,pa,42,23,14,US President,"Kerry, John",democrat,0,2938095,5769590,20171015,
2004,pennsylvania,pa,42,23,14,US President,"Bush, George W.",republican,0,2793847,5769590,20171015,
2004,rhode-island,ri,44,15,5,US President,"Kerry, John",democrat,0,259760,437134,20171015,
2004,rhode-island,ri,44,15,5,US President,"Bush, George W.",republican,0,169046,437134,20171015,
2004,south-carolina,sc,45,57,48,US President,"Bush, George W.",republican,0,937974,1617700,20171015,
2004,south-carolina,sc,45,57,48,US President,"Kerry, John",democrat,0,661669,1617700,20171015,
2004,south-dakota,sd,46,45,37,US President,"Bush, George W.",republican,0,232584,388215,20171015,
2004,south-dakota,sd,46,45,37,US President,"Kerry, John",democrat,0,149244,388215,20171015,
2004,tennessee,tn,47,62,54,US President,"Bush, George W.",republican,0,1384375,2437319,20171015,
2004,tennessee,tn,47,62,54,US President,"Kerry, John",democrat,0,1036477,2437319,20171015,
2004,texas,tx,48,74,49,US President,"Bush, George W.",republican,0,4526917,7410749,20171015,
2004,texas,tx,48,74,49,US President,"Kerry, John",democrat,0,2832704,7410749,20171015,
2004,utah,ut,49,87,67,US President,"Bush, George W.",republican,0,663742,927844,20171015,
2004,utah,ut,49,87,67,US President,"Kerry, John",democrat,0,241199,927844,20171015,
2004,vermont,vt,50,13,6,US President,"Kerry, John",democrat,0,184067,312309,20171015,
2004,vermont,vt,50,13,6,US President,"Bush, George W.",republican,0,121180,312309,20171015,
2004,virginia,va,51,54,40,US President,"Bush, George W.",republican,0,1716959,3195415,20171015,
2004,virginia,va,51,54,40,US President,"Kerry, John",democrat,0,1454742,3195415,20171015,
2004,washington,wa,53,91,73,US President,"Kerry, John",democrat,0,1510201,2859084,20171015,
2004,washington,wa,53,91,73,US President,"Bush, George W.",republican,0,1304894,2859084,20171015,
2004,west-virginia,wv,54,55,56,US President,"Bush, George W.",republican,0,423778,755792,20171015,
2004,west-virginia,wv,54,55,56,US President,"Kerry, John",democrat,0,326541,755792,20171015,
2004,wisconsin,wi,55,35,25,US President,"Kerry, John",democrat,0,1489504,2997007,20171015,
2004,wisconsin,wi,55,35,25,US President,"Bush, George W.",republican,0,1478120,2997007,20171015,
2004,wyoming,wy,56,83,68,US President,"Bush, George W.",republican,0,167629,243861,20171015,
2004,wyoming,wy,56,83,68,US President,"Kerry, John",democrat,0,70776,243861,20171015,
2008,alabama,al,1,63,41,US President,"McCain, John",republican,0,1266546,2099819,20171015,
2008,alabama,al,1,63,41,US President,"Obama, Barack H.",democrat,0,813479,2099819,20171015,
2008,alaska,ak,2,94,81,US President,"McCain, John",republican,0,193841,326197,20171015,
2008,alaska,ak,2,94,81,US President,"Obama, Barack H.",democrat,0,123594,326197,20171015,
2008,arizona,az,4,86,61,US President,"McCain, John",republican,0,1230111,2293475,20171015,
2008,arizona,az,4,86,61,US President,"Obama, Barack H.",democrat,0,1034707,2293475,20171015,
2008,arkansas,ar,5,71,42,US President,"McCain, John",republican,0,638017,1086617,20171015,
2008,arkansas,ar,5,71,42,US President,"Obama, Barack H.",democrat,0,422310,1086617,20171015,
2008,california,ca,6,93,71,US President,"Obama, Barack H.",democrat,0,8274473,13561900,20171015,
2008,california,ca,6,93,71,US President,"McCain, John",republican,0,5011781,13561900,20171015,
2008,colorado,co,8,84,62,US President,"Obama, Barack H.",democrat,0,1288576,2401361,20171015,
2008,colorado,co,8,84,62,US President,"McCain, John",republican,0,1073589,2401361,20171015,
2008,connecticut,ct,9,16,1,US President,"Obama, Barack H.",democrat,0,997772,1646792,20171015,
2008,connecticut,ct,9,16,1,US President,"McCain, John",republican,0,629428,1646792,20171015,
2008,delaware,de,10,51,11,US President,"Obama, Barack H.",democrat,0,255459,412412,20171015,
2008,delaware,de,10,51,11,US President,"McCain, John",republican,0,152374,412412,20171015,
2008,district-of-columbia,dc,11,53,55,US President,"Obama, Barack H.",democrat,0,245800,265853,20171015,
2008,district-of-columbia,dc,11,53,55,US President,"McCain, John",republican,0,17367,265853,20171015,
2008,florida,fl,12,59,43,US President,"Obama, Barack H.",democrat,0,4282074,8390744,20171015,
2008,florida,fl,12,59,43,US President,"McCain, John",republican,0,4045624,8390744,20171015,
2008,georgia,ga,13,58,44,US President,"McCain, John",republican,0,2048759,3924486,20171015,
2008,georgia,ga,13,58,44,US President,"Obama, Barack H.",democrat,0,1844123,3924486,20171015,
2008,hawaii,hi,15,95,82,US President,"Obama, Barack H.",democrat,0,325871,456064,20171015,
2008,hawaii,hi,15,95,82,US President,"McCain, John",republican,0,120566,456064,20171015,
2008,idaho,id,16,82,63,US President,"McCain, John",republican,0,403012,655122,20171015,
2008,idaho,id,16,82,63,US President,"Obama, Barack H.",democrat,0,236440,655122,20171015,
2008,illinois,il,17,33,21,US President,"Obama, Barack H.",democrat,0,3419348,5522371,20171015,
2008,illinois,il,17,33,21,US President,"McCain, John",republican,0,2031179,5522371,20171015,
2008,indiana,in,18,32,22,US President,"Obama, Barack H.",democrat,0,1374039,2751054,20171015,
2008,indiana,in,18,32,22,US President,"McCain, John",republican,0,1345648,2751054,20171015,
2008,iowa,ia,19,42,31,US President,"Obama, Barack H.",democrat,0,828940,1537123,20171015,
2008,iowa,ia,19,42,31,US President,"McCain, John",republican,0,682379,1537123,20171015,
