year,state,state_po,state_fips,state_cen,state_ic,office,candidate,party,writein,candidatevotes,totalvotes,version,notes
2008,kansas,ks,20,47,32,US President,"McCain, John",republican,0,699655,1235872,20171015,
2008,kansas,ks,20,47,32,US President,"Obama, Barack H.",democrat,0,514765,1235872,20171015,
2008,kentucky,ky,21,61,51,US President,"McCain, John",republican,0,1048462,1826620,20171015,
2008,kentucky,ky,21,61,51,US President,"Obama, Barack H.",democrat,0,751985,1826620,20171015,
2008,louisiana,la,22,72,45,US President,"McCain, John",republican,0,1148275,1960761,20171015,
2008,louisiana,la,22,72,45,US President,"Obama, Barack H.",democrat,0,782989,1960761,20171015,
2008,maine,me,23,11,2,US President,"Obama, Barack H.",democrat,0,421923,731163,20171015,
2008,maine,me,23,11,2,US President,"McCain, John",republican,0,295273,731163,20171015,
2008,maryland,md,24,52,52,US President,"Obama, Barack H.",democrat,0,1629467,2631596,20171015,
2008,maryland,md,24,52,52,US President,"McCain, John",republican,0,959862,2631596,20171015,
2008,massachusetts,ma,25,14,3,US President,"Obama, Barack H.",democrat,0,1904097,3102995,20171015,
2008,massachusetts,ma,25,14,3,US President,"McCain, John",republican,0,1108854,3102995,20171015,
2008,michigan,mi,26,34,23,US President,"Obama, Barack H.",democrat,0,2872579,5001596,20171015,
2008,michigan,mi,26,34,23,US President,"McCain, John",republican,0,2048639,5001596,20171015,
2008,minnesota,mn,27,41,33,US President,"Obama, Barack H.",democrat,0,1573354,2910369,20171015,
2008,minnesota,mn,27,41,33,US President,"McCain, John",republican,0,1275409,2910369,20171015,
2008,mississippi,ms,28,64,46,US President,"McCain, John",republican,0,724597,1289865,20171015,
2008,mississippi,ms,28,64,46,US President,"Obama, Barack H.",democrat,0,554662,1289865,20171015,
2008,missouri,mo,29,43,34,US President,"McCain, John",republican,0,1445814,2925205,20171015,
2008,missouri,mo,29,43,34,US President,"Obama, Barack H.",democrat,0,1441911,2925205,20171015,
2008,montana,mt,30,81,64,US President,"McCain, John",republican,0,242763,490109,20171015,
2008,montana,mt,30,81,64,US President,"Obama, Barack H.",democrat,0,231667,490109,20171015,
2008,nebraska,ne,31,46,35,US President,"McCain, John",republican,0,452979,801281,20171015,
2008,nebraska,ne,31,46,35,US President,"Obama, Barack H.",democrat,0,333319,801281,20171015,
2008,nevada,nv,32,88,65,US President,"Obama, Barack H.",democrat,0,533736,967848,20171015,
2008,nevada,nv,32,88,65,US President,"McCain, John",republican,0,412827,967848,20171015,
2008,new-hampshire,nh,33,12,4,US President,"Obama, Barack H.",democrat,0,384826,710970,20171015,
2008,new-hampshire,nh,33,12,4,US President,"McCain, John",republican,0,316534,710970,20171015,
2008,new-jersey,nj,34,22,12,US President,"Obama, Barack H.",democrat,0,2215422,3868237,20171015,
2008,new-jersey,nj,34,22,12,US President,"McCain, John",republican,0,1613207,3868237,20171015,
2008,new-mexico,nm,35,85,66,US President,"Obama, Barack H.",democrat,0,472422,830158,20171015,
2008,new-mexico,nm,35,85,66,US President,"McCain, John",republican,0,346832,830158,20171015,
2008,new-york,ny,36,21,13,US President,"Obama, Barack H.",democrat,0,4645332,7722019,20171015,
2008,new-york,ny,36,21,13,US President,"McCain, John",republican,0,2418323,7722019,20171015,
2008,north-carolina,nc,37,56,47,US President,"Obama, Barack H.",democrat,0,2142651,4310851,20171015,
2008,north-carolina,nc,37,56,47,US President,"McCain, John",republican,0,2128474,4310851,20171015,
2008,north-dakota,nd,38,44,36,US President,"McCain, John",republican,0,168601,316621,20171015,
2008,north-dakota,nd,38,44,36,US President,"Obama, Barack H.",democrat,0,141278,316621,20171015,
2008,ohio,oh,39,31,24,US President,"Obama, Barack H.",democrat,0,2940044,5708350,20171015,
2008,ohio,oh,39,31,24,US President,"McCain, John",republican,0,2677820,5708350,20171015,
2008,oklahoma,ok,40,73,53,US President,"McCain, John",republican,0,960165,1462661,20171015,
2008,oklahoma,ok,40,73,53,US President,"Obama, Barack H.",democrat,0,502496,1462661,20171015,
2008,oregon,or,41,92,72,US President,"Obama, Barack H.",democrat,0,1037291,1827864,20171015,
2008,oregon,or,41,92,72,US President,"McCain, John",republican,0,738475,1827864,20171015,
2008,pennsylvania,pa,42,23,14,US President,"Obama, Barack H.",democrat,0,3276363,6013272,20171015,
2008,pennsylvania,pa,42,23,14,US President,"McCain, John",republican,0,2655885,6013272,20171015,
2008,rhode-island,ri,44,15,5,US President,"Obama, Barack H.",democrat,0,296571,471766,20171015,
2008,rhode-island,ri,44,15,5,US President,"McCain, John",republican,0,165391,471766,20171015,
2008,south-carolina,sc,45,57,48,US President,"McCain, John",republican,0,1034896,1920969,20171015,
2008,south-carolina,sc,45,57,48,US President,"Obama, Barack H.",democrat,0,862449,1920969,20171015,
2008,south-dakota,sd,46,45,37,US President,"McCain, John",republican,0,203054,381975,20171015,
2008,south-dakota,sd,46,45,37,US President,"Obama, Barack H.",democrat,0,170924,381975,20171015,
2008,tennessee,tn,47,62,54,US President,"McCain, John",republican,0,1479178,2599749,20171015,
2008,tennessee,tn,47,62,54,US President,"Obama, Barack H.",democrat,0,1087437,2599749,20171015,
2008,texas,tx,48,74,49,US President,"McCain, John",republican,0,4479328,8077795,20171015,
2008,texas,tx,48,74,49,US President,"Obama, Barack H.",democrat,0,3528633,8077795,20171015,
2008,utah,ut,49,87,67,US President,"McCain, John",republican,0,596030,952370,20171015,
2008,utah,ut,49,87,67,US President,"Obama, Barack H.",democrat,0,327670,952370,20171015,
2008,vermont,vt,50,13,6,US President,"Obama, Barack H.",democrat,0,219262,325046,20171015,
2008,vermont,vt,50,13,6,US President,"McCain, John",republican,0,98974,325046,20171015,
2008,virginia,va,51,54,40,US President,"Obama, Barack H.",democrat,0,1959532,3723260,20171015,
2008,virginia,va,51,54,40,US President,"McCain, John",republican,0,1725005,3723260,20171015,
2008,washington,wa,53,91,73,US President,"Obama, Barack H.",democrat,0,1750848,3036878,20171015,
2008,washington,wa,53,91,73,US President,"McCain, John",republican,0,1229216,3036878,20171015,
2008,west-virginia,wv,54,55,56,US President,"McCain, John",republican,0,397466,713451,20171015,
2008,west-virginia,wv,54,55,56,US President,"Obama, Barack H.",democrat,0,303857,713451,20171015,
2008,wisconsin,wi,55,35,25,US President,"Obama, Barack H.",democrat,0,1677211,2983417,20171015,
2008,wisconsin,wi,55,35,25,US President,"McCain, John",republican,0,1262393,2983417,20171015,
2008,wyoming,wy,56,83,68,US President,"McCain, John",republican,0,164958,254904,20171015,
2008,wyoming,wy,56,83,68,US President,"Obama, Barack H.",democrat,0,82868,254904,20171015,
2012,alabama,al,1,63,41,US President,"Romney, Mitt",republican,0,1255925,2074338,20171015,
2012,alabama,al,1,63,41,US President,"Obama, Barack H.",democrat,0,795696,2074338,20171015,
2012,alaska,ak,2,94,81,US President,"Romney, Mitt",republican,0,164676,300495,20171015,
2012,alaska,ak,2,94,81,US President,"Obama, Barack H.",democrat,0,122640,300495,20171015,
2012,arizona,az,4,86,61,US President,"Romney, Mitt",republican,0,1233654,2299254,20171015,
2012,arizona,az,4,86,61,US President,"Obama, Barack H.",democrat,0,1025232,2299254,20171015,
2012,arkansas,ar,5,71,42,US President,"Romney, Mitt",republican,0,647744,1069468,20171015,
2012,arkansas,ar,5,71,42,US President,"Obama, Barack H.",democrat,0,394409,1069468,20171015,
2012,california,ca,6,93,71,US President,"Obama, Barack H.",democrat,0,7854285,13038547,20171015,
2012,california,ca,6,93,71,US President,"Romney, Mitt",republican,0,4839958,13038547,20171015,
2012,colorado,co,8,84,62,US President,"Obama, Barack H.",democrat,0,1323101,2569516,20171015,
2012,colorado,co,8,84,62,US President,"Romney, Mitt",republican,0,1185243,2569516,20171015,
2012,connecticut,ct,9,16,1,US President,"Obama, Barack H.",democrat,0,905083,1558204,20171015,
2012,connecticut,ct,9,16,1,US President,"Romney, Mitt",republican,0,634892,1558204,20171015,
2012,delaware,de,10,51,11,US President,"Obama, Barack H.",democrat,0,242584,413890,20171015,
2012,delaware,de,10,51,11,US President,"Romney, Mitt",republican,0,165484,413890,20171015,
2012,district-of-columbia,dc,11,53,55,US President,"Obama, Barack H.",democrat,0,267070,293764,20171015,
2012,district-of-columbia,dc,11,53,55,US President,"Romney, Mitt",republican,0,21381,293764,20171015,
2012,florida,fl,12,59,43,US President,"Obama, Barack H.",democrat,0,4237756,8474179,20171015,
2012,florida,fl,12,59,43,US President,"Romney, Mitt",republican,0,4163447,8474179,20171015,
2012,georgia,ga,13,58,44,US President,"Romney, Mitt",republican,0,2078688,3897839,20171015,
2012,georgia,ga,13,58,44,US President,"Obama, Barack H.",democrat,0,1773827,3897839,20171015,
2012,hawaii,hi,15,95,82,US President,"Obama, Barack H.",democrat,0,306658,437159,20171015,
2012,hawaii,hi,15,95,82,US President,"Romney, Mitt",republican,0,121015,437159,20171015,
2012,idaho,id,16,82,63,US President,"Romney, Mitt",republican,0,420911,652274,20171015,
2012,idaho,id,16,82,63,US President,"Obama, Barack H.",democrat,0,212787,652274,20171015,
2012,illinois,il,17,33,21,US President,"Obama, Barack H.",democrat,0,3019512,5242014,20171015,
2012,illinois,il,17,33,21,US President,"Romney, Mitt",republican,0,2135216,5242014,20171015,
2012,indiana,in,18,32,22,US President,"Romney, Mitt",republican,0,1420543,2624534,20171015,
2012,indiana,in,18,32,22,US President,"Obama, Barack H.",democrat,0,1152887,2624534,20171015,
2012,iowa,ia,19,42,31,US President,"Obama, Barack H.",democrat,0,822544,1582180,20171015,
2012,iowa,ia,19,42,31,US President,"Romney, Mitt",republican,0,730617,1582180,20171015,
2012,kansas,ks,20,47,32,US President,"Romney, Mitt",republican,0,692634,1159971,20171015,
2012,kansas,ks,20,47,32,US President,"Obama, Barack H.",democrat,0,440726,1159971,20171015,
2012,kentucky,ky,21,61,51,US President,"Romney, Mitt",republican,0,1087190,1797212,20171015,
2012,kentucky,ky,21,61,51,US President,"Obama, Barack H.",democrat,0,679370,1797212,20171015,
2012,louisiana,la,22,72,45,US President,"Romney, Mitt",republican,0,1152262,1994065,20171015,
2012,louisiana,la,22,72,45,US President,"Obama, Barack H.",democrat,0,809141,1994065,20171015,
2012,maine,me,23,11,2,US President,"Obama, Barack H.",democrat,0,401306,724758,20171015,
2012,maine,me,23,11,2,US President,"Romney, Mitt",republican,0,292276,724758,20171015,
2012,maryland,md,24,52,52,US President,"Obama, Barack H.",democrat,0,1677844,2707327,20171015,
2012,maryland,md,24,52,52,US President,"Romney, Mitt",republican,0,971869,2707327,20171015,
2012,massachusetts,ma,25,14,3,US President,"Obama, Barack H.",democrat,0,1921290,3184196,20171015,
2012,massachusetts,ma,25,14,3,US President,"Romney, Mitt",republican,0,1188314,3184196,20171015,
2012,michigan,mi,26,34,23,US President,"Obama, Barack H.",democrat,0,2564569,4730961,20171015,
2012,michigan,mi,26,34,23,US President,"Romney, Mitt",republican,0,2115256,4730961,20171015,
2012,minnesota,mn,27,41,33,US President,"Romney, Mitt",republican,0,1320225,2936561,20171015,
2012,mississippi,ms,28,64,46,US President,"Romney, Mitt",republican,0,710746,1285584,20171015,
2012,mississippi,ms,28,64,46,US President,"Obama, Barack H.",democrat,0,562949,1285584,20171015,
2012,missouri,mo,29,43,34,US President,"Romney, Mitt",republican,0,1482440,2757323,20171015,
2012,missouri,mo,29,43,34,US President,"Obama, Barack H.",democrat,0,1223796,2757323,20171015,
2012,montana,mt,30,81,64,US President,"Romney, Mitt",republican,0,267928,484048,20171015,
2012,montana,mt,30,81,64,US President,"Obama, Barack H.",democrat,0,201839,484048,20171015,
2012,nebraska,ne,31,46,35,US President,"Romney, Mitt",republican,0,475064,794379,20171015,
2012,nebraska,ne,31,46,35,US President,"Obama, Barack H.",democrat,0,302081,794379,20171015,
2012,nevada,nv,32,88,65,US President,"Obama, Barack H.",democrat,0,531373,1014918,20171015,
2012,nevada,nv,32,88,65,US President,"Romney, Mitt",republican,0,463567,1014918,20171015,
2012,new-hampshire,nh,33,12,4,US President,"Obama, Barack H.",democrat,0,369561,710972,20171015,
2012,new-hampshire,nh,33,12,4,US President,"Romney, Mitt",republican,0,329918,710972,20171015,
2012,new-jersey,nj,34,22,12,US President,"Obama, Barack H.",democrat,0,2122786,3638499,20171015,
2012,new-jersey,nj,34,22,12,US President,"Romney, Mitt",republican,0,1478088,3638499,20171015,
2012,new-mexico,nm,35,85,66,US President,"Obama, Barack H.",democrat,0,415335,783758,20171015,
2012,new-mexico,nm,35,85,66,US President,"Romney, Mitt",republican,0,335788,783758,20171015,
2012,new-york,ny,36,21,13,US President,"Obama, Barack H.",democrat,0,4324228,7116784,20171015,
2012,new-york,ny,36,21,13,US President,"Romney, Mitt",republican,0,2223397,7116784,20171015,
2012,north-carolina,nc,37,56,47,US President,"Romney, Mitt",republican,0,2270395,4505372,20171015,
2012,north-carolina,nc,37,56,47,US President,"Obama, Barack H.",democrat,0,2178391,4505372,20171015,
2012,north-dakota,nd,38,44,36,US President,"Romney, Mitt",republican,0,188320,322932,20171015,
2012,north-dakota,nd,38,44,36,US President,"Obama, Barack H.",democrat,0,124966,322932,20171015,
2012,ohio,oh,39,31,24,US President,"Obama, Barack H.",democrat,0,2827621,5580822,20171015,
2012,ohio,oh,39,31,24,US President,"Romney, Mitt",republican,0,2661407,5580822,20171015,
2012,oklahoma,ok,40,73,53,US President,"Romney, Mitt",republican,0,891325,1334872,20171015,
2012,oklahoma,ok,40,73,53,US President,"Obama, Barack H.",democrat,0,443547,1334872,20171015,
2012,oregon,or,41,92,72,US President,"Obama, Barack H.",democrat,0,970488,1789270,20171015,
2012,oregon,or,41,92,72,US President,"Romney, Mitt",republican,0,754175,1789270,20171015,
2012,pennsylvania,pa,42,23,14,US President,"Obama, Barack H.",democrat,0,2990274,5742040,20171015,
2012,pennsylvania,pa,42,23,14,US President,"Romney, Mitt",republican,0,2680434,5742040,20171015,
2012,rhode-island,ri,44,15,5,US President,"Obama, Barack H.",democrat,0,279677,446049,20171015,
2012,rhode-island,ri,44,15,5,US President,"Romney, Mitt",republican,0,157204,446049,20171015,
2012,south-carolina,sc,45,57,48,US President,"Romney, Mitt",republican,0,1071645,1964118,20171015,
2012,south-carolina,sc,45,57,48,US President,"Obama, Barack H.",democrat,0,865941,1964118,20171015,
2012,south-dakota,sd,46,45,37,US President,"Romney, Mitt",republican,0,210610,363815,20171015,
2012,south-dakota,sd,46,45,37,US President,"Obama, Barack H.",democrat,0,145039,363815,20171015,
2012,tennessee,tn,47,62,54,US President,"Romney, Mitt",republican,0,1462330,2458577,20171015,
2012,tennessee,tn,47,62,54,US President,"Obama, Barack H.",democrat,0,960709,2458577,20171015,
2012,texas,tx,48,74,49,US President,"Romney, Mitt",republican,0,4569843,7993851,20171015,
2012,texas,tx,48,74,49,US President,"Obama, Barack H.",democrat,0,3308124,7993851,20171015,
2012,utah,ut,49,87,67,US President,"Romney, Mitt",republican,0,740600,1017440,20171015,
2012,utah,ut,49,87,67,US President,"Obama, Barack H.",democrat,0,251813,1017440,20171015,
2012,vermont,vt,50,13,6,US President,"Obama, Barack H.",democrat,0,199239,299290,20171015,
2012,vermont,vt,50,13,6,US President,"Romney, Mitt",republican,0,92698,299290,20171015,
2012,virginia,va,51,54,40,US President,"Obama, Barack H.",democrat,0,1971820,3854489,20171015,
2012,virginia,va,51,54,40,US President,"Romney, Mitt",republican,0,1822522,3854489,20171015,
2012,washington,wa,53,91,73,US President,"Obama, Barack H.",democrat,0,1755396,3125516,20171015,
2012,washington,wa,53,91,73,US President,"Mitt, Romney",republican,0,1290670,3125516,20171015,
2012,west-virginia,wv,54,55,56,US President,"Romney, Mitt",republican,0,417655,670438,20171015,
2012,west-virginia,wv,54,55,56,US President,"Obama, Barack H.",democrat,0,238269,670438,20171015,
2012,wisconsin,wi,55,35,25,US President,"Obama, Barack H.",democrat,0,1620985,3071434,20171015,
2012,wisconsin,wi,55,35,25,US President,"Romney, Mitt",republican,0,1410966,3071434,20171015,
2012,wyoming,wy,56,83,68,US President,"Romney, Mitt",republican,0,170962,250701,20171015,
2012,wyoming,wy,56,83,68,US President,"Obama, Barack H.",democrat,0,69286,250701,20171015,
2016,alabama,al,1,63,41,US President,"Trump, Donald J.",republican,0,1318255,2123372,20171015,
2016,alabama,al,1,63,41,US President,"Clinton, Hillary",democrat,0,729547,2123372,20171015,
2016,alaska,ak,2,94,81,US President,"Trump, Donald J.",republican,0,163387,318608,20171015,
2016,alaska,ak,2,94,81,US President,"Clinton, Hillary",democrat,0,116454,318608,20171015,
2016,arizona,az,4,86,61,US President,"Trump, Donald J.",republican,0,1252401,2573165,20171015,
2016,arizona,az,4,86,61,US President,"Clinton, Hillary",democrat,0,1161167,2573165,20171015,
2016,arizona,az,4,86,61,US President,,democrat,1,42,2573165,20171015,
2016,arkansas,ar,5,71,42,US President,"Trump, Donald J.",republican,0,684872,1130635,20171015,
2016,arkansas,ar,5,71,42,US President,"Clinton, Hillary",democrat,0,380494,1130635,20171015,
2016,california,ca,6,93,71,US President,"Clinton, Hillary",democrat,0,8753788,14181595,20171015,
2016,california,ca,6,93,71,US President,"Trump, Donald J.",republican,0,4483810,14181595,20171015,
2016,colorado,co,8,84,62,US President,"Clinton, Hillary",democrat,0,1338870,2780220,20171015,
2016,colorado,co,8,84,62,US President,"Trump, Donald J.",republican,0,1202484,2780220,20171015,
2016,connecticut,ct,9,16,1,US President,"Clinton, Hillary",democrat,0,897572,1644920,20171015,
2016,connecticut,ct,9,16,1,US President,"Trump, Donald J.",republican,0,673215,1644920,20171015,
2016,delaware,de,10,51,11,US President,"Clinton, Hillary",democrat,0,235603,441590,20171015,
2016,delaware,de,10,51,11,US President,"Trump, Donald J.",republican,0,185127,441590,20171015,
2016,district-of-columbia,dc,11,53,55,US President,"Clinton, Hillary",democrat,0,282830,312575,20171015,
2016,district-of-columbia,dc,11,53,55,US President,"Trump, Donald J.",republican,0,12723,312575,20171015,
2016,florida,fl,12,59,43,US President,"Trump, Donald J.",republican,0,4617886,9420039,20171015,
2016,florida,fl,12,59,43,US President,"Clinton, Hillary",democrat,0,4504975,9420039,20171015,
2016,georgia,ga,13,58,44,US President,"Trump, Donald J.",republican,0,2089104,4114732,20171015,
2016,georgia,ga,13,58,44,US President,"Clinton, Hillary",democrat,0,1877963,4114732,20171015,
2016,hawaii,hi,15,95,82,US President,"Clinton, Hillary",democrat,0,266891,437664,20171015,
2016,hawaii,hi,15,95,82,US President,"Trump, Donald J.",republican,0,128847,437664,20171015,
2016,idaho,id,16,82,63,US President,"Trump, Donald J.",republican,0,409055,690255,20171015,
2016,idaho,id,16,82,63,US President,"Clinton, Hillary",democrat,0,189765,690255,20171015,
2016,illinois,il,17,33,21,US President,"Clinton, Hillary",democrat,0,3090729,5536424,20171015,
2016,illinois,il,17,33,21,US President,"Trump, Donald J.",republican,0,2146015,5536424,20171015,
2016,indiana,in,18,32,22,US President,"Trump, Donald J.",republican,0,1557286,2734958,20171015,
2016,indiana,in,18,32,22,US President,"Clinton, Hillary",democrat,0,1033126,2734958,20171015,
2016,iowa,ia,19,42,31,US President,"Trump, Donald J.",republican,0,800983,1565580,20171015,
2016,iowa,ia,19,42,31,US President,"Clinton, Hillary",democrat,0,653669,1565580,20171015,
2016,kansas,ks,20,47,32,US President,"Trump, Donald J.",republican,0,671018,1184402,20171015,
2016,kansas,ks,20,47,32,US President,"Clinton, Hillary",democrat,0,427005,1184402,20171015,
2016,kentucky,ky,21,61,51,US President,"Trump, Donald J.",republican,0,1202971,1924149,20171015,
2016,kentucky,ky,21,61,51,US President,"Clinton, Hillary",democrat,0,628854,1924149,20171015,
2016,louisiana,la,22,72,45,US President,"Trump, Donald J.",republican,0,1178638,2029032,20171015,
2016,louisiana,la,22,72,45,US President,"Clinton, Hillary",democrat,0,780154,2029032,20171015,
2016,maine,me,23,11,2,US President,"Clinton, Hillary",democrat,0,357735,771892,20171015,
2016,maine,me,23,11,2,US President,"Trump, Donald J.",republican,0,335593,771892,20171015,
2016,maryland,md,24,52,52,US President,"Clinton, Hillary",democrat,0,1677928,2781446,20171015,
2016,maryland,md,24,52,52,US President,"Trump, Donald J.",republican,0,943169,2781446,20171015,
2016,maryland,md,24,52,52,US President,"Trump, Donald J.",republican,1,259,2781446,20171015,
2016,maryland,md,24,52,52,US President,"Clinton, Hillary",democrat,1,78,2781446,20171015,
2016,massachusetts,ma,25,14,3,US President,"Clinton, Hillary",democrat,0,1995196,3378821,20171015,
2016,massachusetts,ma,25,14,3,US President,"Trump, Donald J.",republican,0,1090893,3378821,20171015,
2016,michigan,mi,26,34,23,US President,"Trump, Donald J.",republican,0,2279543,4799284,20171015,
2016,michigan,mi,26,34,23,US President,"Clinton, Hillary",democrat,0,2268839,4799284,20171015,
2016,minnesota,mn,27,41,33,US President,"Clinton, Hillary",democrat,0,1367705,2944782,20171015,
2016,minnesota,mn,27,41,33,US President,"Trump, Donald J.",republican,0,1322949,2944782,20171015,
2016,mississippi,ms,28,64,46,US President,"Trump, Donald J.",republican,0,700714,1209357,20171015,
2016,mississippi,ms,28,64,46,US President,"Clinton, Hillary",democrat,0,485131,1209357,20171015,
2016,missouri,mo,29,43,34,US President,"Trump, Donald J.",republican,0,1594511,2808605,20171015,
2016,missouri,mo,29,43,34,US President,"Clinton, Hillary",democrat,0,1071068,2808605,20171015,
2016,montana,mt,30,81,64,US President,"Trump, Donald J.",republican,0,279240,494526,20171015,
2016,montana,mt,30,81,64,US President,"Clinton, Hillary",democrat,0,177709,494526,20171015,
2016,nebraska,ne,31,46,35,US President,"Trump, Donald J.",republican,0,495961,844227,20171015,
2016,nebraska,ne,31,46,35,US President,"Clinton, Hillary",democrat,0,284494,844227,20171015,
2016,nevada,nv,32,88,65,US President,"Clinton, Hillary",democrat,0,539260,1125385,20171015,
2016,nevada,nv,32,88,65,US President,"Trump, Donald J.",republican,0,512058,1125385,20171015,
2016,new-hampshire,nh,33,12,4,US President,"Clinton, Hillary",democrat,0,348526,744296,20171015,
2016,new-hampshire,nh,33,12,4,US President,"Trump, Donald J.",republican,0,345790,744296,20171015,
2016,new-jersey,nj,34,22,12,US President,"Clinton, Hillary",democrat,0,2148278,3874046,20171015,
2016,new-jersey,nj,34,22,12,US President,"Trump, Donald J.",republican,0,1601933,3874046,20171015,
2016,new-mexico,nm,35,85,66,US President,"Clinton, Hillary",democrat,0,385234,798319,20171015,
2016,new-mexico,nm,35,85,66,US President,"Trump, Donald J.",republican,0,319667,798319,20171015,
2016,new-york,ny,36,21,13,US President,"Clinton, Hillary",democrat,0,4379789,7802084,20171015,
2016,new-york,ny,36,21,13,US President,"Trump, Donald J.",republican,0,2527142,7802084,20171015,
2016,north-carolina,nc,37,56,47,US President,"Trump, Donald J.",republican,0,2362631,4741564,20171015,
2016,north-carolina,nc,37,56,47,US President,"Clinton, Hillary",democrat,0,2189316,4741564,20171015,
2016,north-dakota,nd,38,44,36,US President,"Trump, Donald J.",republican,0,216794,344360,20171015,
2016,north-dakota,nd,38,44,36,US President,"Clinton, Hillary",democrat,0,93758,344360,20171015,
2016,ohio,oh,39,31,24,US President,"Trump, Donald J.",republican,0,2841005,5496487,20171015,
2016,ohio,oh,39,31,24,US President,"Clinton, Hillary",democrat,0,2394164,5496487,20171015,
2016,oklahoma,ok,40,73,53,US President,"Trump, Donald J.",republican,0,949136,1452992,20171015,
2016,oklahoma,ok,40,73,53,US President,"Clinton, Hillary",democrat,0,420375,1452992,20171015,
2016,oregon,or,41,92,72,US President,"Clinton, Hillary",democrat,0,1002106,2001336,20171015,
2016,oregon,or,41,92,72,US President,"Trump, Donald J.",republican,0,782403,2001336,20171015,
2016,pennsylvania,pa,42,23,14,US President,"Trump, Donald J.",republican,0,2970733,6115402,20171015,
2016,pennsylvania,pa,42,23,14,US President,"Clinton, Hillary",democrat,0,2926441,6115402,20171015,
2016,rhode-island,ri,44,15,5,US President,"Clinton, Hillary",democrat,0,252525,464144,20171015,
2016,rhode-island,ri,44,15,5,US President,"Trump, Donald J.",republican,0,180543,464144,20171015,
2016,south-carolina,sc,45,57,48,US President,"Trump, Donald J.",republican,0,1155389,2103027,20171015,
2016,south-carolina,sc,45,57,48,US President,"Clinton, Hillary",democrat,0,855373,2103027,20171015,
2016,south-dakota,sd,46,45,37,US President,"Trump, Donald J.",republican,0,227721,370093,20171015,
2016,south-dakota,sd,46,45,37,US President,"Clinton, Hillary",democrat,0,117458,370093,20171015,
2016,tennessee,tn,47,62,54,US President,"Trump, Donald J.",republican,0,1522925,2508027,20171015,
2016,tennessee,tn,47,62,54,US President,"Clinton, Hillary",democrat,0,870695,2508027,20171015,
2016,texas,tx,48,74,49,US President,"Trump, Donald J.",republican,0,4685047,8969226,20171015,
2016,texas,tx,48,74,49,US President,"Clinton, Hillary",democrat,0,3877868,8969226,20171015,
2016,utah,ut,49,87,67,US President,"Trump, Donald J.",republican,0,515211,1131317,20171015,
2016,utah,ut,49,87,67,US President,"Clinton, Hillary",democrat,0,310674,1131317,20171015,
2016,vermont,vt,50,13,6,US President,"Clinton, Hillary",democrat,0,178573,320467,20171015,
2016,vermont,vt,50,13,6,US President,"Trump, Donald J.",republican,0,95369,320467,20171015,
2016,virginia,va,51,54,40,US President,"Clinton, Hillary",democrat,0,1981473,3982752,20171015,
2016,virginia,va,51,54,40,US President,"Trump, Donald J.",republican,0,1769443,3982752,20171015,
2016,washington,wa,53,91,73,US President,"Clinton, Hillary",democrat,0,1742718,3317019,20171015,
2016,washington,wa,53,91,73,US President,"Trump, Donald J.",republican,0,1221747,3317019,20171015,
2016,west-virginia,wv,54,55,56,US President,"Trump, Donald J.",republican,0,489371,713051,20171015,
2016,west-virginia,wv,54,55,56,US President,"Clinton, Hillary",democrat,0,188794,713051,20171015,
2016,wisconsin,wi,55,35,25,US President,"Trump, Donald J.",republican,0,1405284,2976150,20171015,
2016,wisconsin,wi,55,35,25,US President,"Clinton, Hillary",democrat,0,1382536,2976150,20171015,
2016,wyoming,wy,56,83,68,US President,"Trump, Donald J.",republican,0,174419,258788,20171015,
2016,wyoming,wy,56,83,68,US President,"Clinton, Hillary",democrat,0,55973,258788,20171015,
