year,state,state_po,state_fips,state_cen,state_ic,office,candidate,party,writein,candidatevotes,totalvotes,version,notes,vote_percentage,winner,chenged_percentage
2016,maryland,md,24,52,52,US President,"Trump, Donald J.",republican,1,259,2781446,20171015,,0.0001,0,0.0
2016,maryland,md,24,52,52,US President,"Clinton, Hillary",democrat,1,78,2781446,20171015,,0.0,0,0.0
2016,massachusetts,ma,25,14,3,US President,"Clinton, Hillary",democrat,0,1995196,3378821,20171015,,0.5905,1,-0.0129
2016,massachusetts,ma,25,14,3,US President,"Trump, Donald J.",republican,0,1090893,3378821,20171015,,0.3229,0,-0.0503
2016,michigan,mi,26,34,23,US President,"Trump, Donald J.",republican,0,2279543,4799284,20171015,,0.475,1,0.0279
2016,michigan,mi,26,34,23,US President,"Clinton, Hillary",democrat,0,2268839,4799284,20171015,,0.4727,0,-0.0694
2016,minnesota,mn,27,41,33,US President,"Clinton, Hillary",democrat,0,1367705,2944782,20171015,,0.4645,1,-0.062
2016,minnesota,mn,27,41,33,US President,"Trump, Donald J.",republican,0,1322949,2944782,20171015,,0.4493,0,-0.0003
2016,mississippi,ms,28,64,46,US President,"Trump, Donald J.",republican,0,700714,1209357,20171015,,0.5794,1,0.0265
2016,mississippi,ms,28,64,46,US President,"Clinton, Hillary",democrat,0,485131,1209357,20171015,,0.4011,0,-0.0368
2016,missouri,mo,29,43,34,US President,"Trump, Donald J.",republican,0,1594511,2808605,20171015,,0.5677,1,0.0301
2016,missouri,mo,29,43,34,US President,"Clinton, Hillary",democrat,0,1071068,2808605,20171015,,0.3814,0,-0.0624
2016,montana,mt,30,81,64,US President,"Trump, Donald J.",republican,0,279240,494526,20171015,,0.5647,1,0.0112
2016,montana,mt,30,81,64,US President,"Clinton, Hillary",democrat,0,177709,494526,20171015,,0.3594,0,-0.0576
2016,nebraska,ne,31,46,35,US President,"Trump, Donald J.",republican,0,495961,844227,20171015,,0.5875,1,-0.0105
2016,nebraska,ne,31,46,35,US President,"Clinton, Hillary",democrat,0,284494,844227,20171015,,0.337,0,-0.0433
2016,nevada,nv,32,88,65,US President,"Clinton, Hillary",democrat,0,539260,1125385,20171015,,0.4792,1,-0.0444
2016,nevada,nv,32,88,65,US President,"Trump, Donald J.",republican,0,512058,1125385,20171015,,0.455,0,-0.0018
2016,new-hampshire,nh,33,12,4,US President,"Clinton, Hillary",democrat,0,348526,744296,20171015,,0.4683,1,-0.0515
2016,new-hampshire,nh,33,12,4,US President,"Trump, Donald J.",republican,0,345790,744296,20171015,,0.4646,0,0.0006
2016,new-jersey,nj,34,22,12,US President,"Clinton, Hillary",democrat,0,2148278,3874046,20171015,,0.5545,1,-0.0289
2016,new-jersey,nj,34,22,12,US President,"Trump, Donald J.",republican,0,1601933,3874046,20171015,,0.4135,0,0.0073
2016,new-mexico,nm,35,85,66,US President,"Clinton, Hillary",democrat,0,385234,798319,20171015,,0.4826,1,-0.0473
2016,new-mexico,nm,35,85,66,US President,"Trump, Donald J.",republican,0,319667,798319,20171015,,0.4004,0,-0.028
2016,new-york,ny,36,21,13,US President,"Clinton, Hillary",democrat,0,4379789,7802084,20171015,,0.5614,1,-0.0462
2016,new-york,ny,36,21,13,US President,"Trump, Donald J.",republican,0,2527142,7802084,20171015,,0.3239,0,0.0115
2016,north-carolina,nc,37,56,47,US President,"Trump, Donald J.",republican,0,2362631,4741564,20171015,,0.4983,1,-0.0056
2016,north-carolina,nc,37,56,47,US President,"Clinton, Hillary",democrat,0,2189316,4741564,20171015,,0.4617,0,-0.0218
2016,north-dakota,nd,38,44,36,US President,"Trump, Donald J.",republican,0,216794,344360,20171015,,0.6296,1,0.0464
2016,north-dakota,nd,38,44,36,US President,"Clinton, Hillary",democrat,0,93758,344360,20171015,,0.2723,0,-0.1147
2016,ohio,oh,39,31,24,US President,"Trump, Donald J.",republican,0,2841005,5496487,20171015,,0.5169,1,0.04
2016,ohio,oh,39,31,24,US President,"Clinton, Hillary",democrat,0,2394164,5496487,20171015,,0.4356,0,-0.0711
2016,oklahoma,ok,40,73,53,US President,"Trump, Donald J.",republican,0,949136,1452992,20171015,,0.6532,1,-0.0145
2016,oklahoma,ok,40,73,53,US President,"Clinton, Hillary",democrat,0,420375,1452992,20171015,,0.2893,0,-0.043
2016,oregon,or,41,92,72,US President,"Clinton, Hillary",democrat,0,1002106,2001336,20171015,,0.5007,1,-0.0417
2016,oregon,or,41,92,72,US President,"Trump, Donald J.",republican,0,782403,2001336,20171015,,0.3909,0,-0.0306
2016,pennsylvania,pa,42,23,14,US President,"Trump, Donald J.",republican,0,2970733,6115402,20171015,,0.4858,1,0.019
2016,pennsylvania,pa,42,23,14,US President,"Clinton, Hillary",democrat,0,2926441,6115402,20171015,,0.4785,0,-0.0423
2016,rhode-island,ri,44,15,5,US President,"Clinton, Hillary",democrat,0,252525,464144,20171015,,0.5441,1,-0.0829
2016,rhode-island,ri,44,15,5,US President,"Trump, Donald J.",republican,0,180543,464144,20171015,,0.389,0,0.0366
2016,south-carolina,sc,45,57,48,US President,"Trump, Donald J.",republican,0,1155389,2103027,20171015,,0.5494,1,0.0038
2016,south-carolina,sc,45,57,48,US President,"Clinton, Hillary",democrat,0,855373,2103027,20171015,,0.4067,0,-0.0342
2016,south-dakota,sd,46,45,37,US President,"Trump, Donald J.",republican,0,227721,370093,20171015,,0.6153,1,0.0364
2016,south-dakota,sd,46,45,37,US President,"Clinton, Hillary",democrat,0,117458,370093,20171015,,0.3174,0,-0.0813
2016,tennessee,tn,47,62,54,US President,"Trump, Donald J.",republican,0,1522925,2508027,20171015,,0.6072,1,0.0124
2016,tennessee,tn,47,62,54,US President,"Clinton, Hillary",democrat,0,870695,2508027,20171015,,0.3472,0,-0.0436
2016,texas,tx,48,74,49,US President,"Trump, Donald J.",republican,0,4685047,8969226,20171015,,0.5223,1,-0.0494
2016,texas,tx,48,74,49,US President,"Clinton, Hillary",democrat,0,3877868,8969226,20171015,,0.4324,0,0.0186
2016,utah,ut,49,87,67,US President,"Trump, Donald J.",republican,0,515211,1131317,20171015,,0.4554,1,-0.2725
2016,utah,ut,49,87,67,US President,"Clinton, Hillary",democrat,0,310674,1131317,20171015,,0.2746,0,0.0271
2016,vermont,vt,50,13,6,US President,"Clinton, Hillary",democrat,0,178573,320467,20171015,,0.5572,1,-0.1085
2016,vermont,vt,50,13,6,US President,"Trump, Donald J.",republican,0,95369,320467,20171015,,0.2976,0,-0.0121
2016,virginia,va,51,54,40,US President,"Clinton, Hillary",democrat,0,1981473,3982752,20171015,,0.4975,1,-0.0141
2016,virginia,va,51,54,40,US President,"Trump, Donald J.",republican,0,1769443,3982752,20171015,,0.4443,0,-0.0285
2016,washington,wa,53,91,73,US President,"Clinton, Hillary",democrat,0,1742718,3317019,20171015,,0.5254,1,-0.0362
2016,washington,wa,53,91,73,US President,"Trump, Donald J.",republican,0,1221747,3317019,20171015,,0.3683,0,-0.0446
2016,west-virginia,wv,54,55,56,US President,"Trump, Donald J.",republican,0,489371,713051,20171015,,0.6863,1,0.0633
2016,west-virginia,wv,54,55,56,US President,"Clinton, Hillary",democrat,0,188794,713051,20171015,,0.2648,0,-0.0906
2016,wisconsin,wi,55,35,25,US President,"Trump, Donald J.",republican,0,1405284,2976150,20171015,,0.4722,1,0.0128
2016,wisconsin,wi,55,35,25,US President,"Clinton, Hillary",democrat,0,1382536,2976150,20171015,,0.4645,0,-0.0633
2016,wyoming,wy,56,83,68,US President,"Trump, Donald J.",republican,0,174419,258788,20171015,,0.674,1,-0.0079
2016,wyoming,wy,56,83,68,US President,"Clinton, Hillary",democrat,0,55973,258788,20171015,,0.2163,0,-0.0601
