year,state,state_abbr,dem_vote,rep_vote,total_vote,dem_percent,rep_percent
2008,vermont,vt,219262,98974,318236,0.689,0.311
2008,virginia,va,1959532,1725005,3684537,0.5318,0.4682
2008,washington,wa,1750848,1229216,2980064,0.5875,0.4125
2008,west-virginia,wv,303857,397466,701323,0.4333,0.5667
2008,wisconsin,wi,1677211,1262393,2939604,0.5706,0.4294
2008,wyoming,wy,82868,164958,247826,0.3344,0.6656
2012,alabama,al,795696,1255925,2051621,0.3878,0.6122
2012,alaska,ak,122640,164676,287316,0.4268,0.5732
2012,arizona,az,1025232,1233654,2258886,0.4539,0.5461
2012,arkansas,ar,394409,647744,1042153,0.3785,0.6215
2012,california,ca,7854285,4839958,12694243,0.6187,0.3813
2012,colorado,co,1323101,1185243,2508344,0.5275,0.4725
2012,connecticut,ct,905083,634892,1539975,0.5877,0.4123
2012,delaware,de,242584,165484,408068,0.5945,0.4055
2012,district-of-columbia,dc,267070,21381,288451,0.9259,0.0741
2012,florida,fl,4237756,4163447,8401203,0.5044,0.4956
2012,georgia,ga,1773827,2078688,3852515,0.4604,0.5396
2012,hawaii,hi,306658,121015,427673,0.717,0.283
2012,idaho,id,212787,420911,633698,0.3358,0.6642
2012,illinois,il,3019512,2135216,5154728,0.5858,0.4142
2012,indiana,in,1152887,1420543,2573430,0.448,0.552
2012,iowa,ia,822544,730617,1553161,0.5296,0.4704
2012,kansas,ks,440726,692634,1133360,0.3889,0.6111
2012,kentucky,ky,679370,1087190,1766560,0.3846,0.6154
2012,louisiana,la,809141,1152262,1961403,0.4125,0.5875
2012,maine,me,401306,292276,693582,0.5786,0.4214
2012,maryland,md,1677844,971869,2649713,0.6332,0.3668
2012,massachusetts,ma,1921290,1188314,3109604,0.6179,0.3821
2012,michigan,mi,2564569,2115256,4679825,0.548,0.452
2012,minnesota,mn,1546167,1320225,2866392,0.5394,0.4606
2012,mississippi,ms,562949,710746,1273695,0.442,0.558
2012,missouri,mo,1223796,1482440,2706236,0.4522,0.5478
2012,montana,mt,201839,267928,469767,0.4297,0.5703
2012,nebraska,ne,302081,475064,777145,0.3887,0.6113
2012,nevada,nv,531373,463567,994940,0.5341,0.4659
2012,new-hampshire,nh,369561,329918,699479,0.5283,0.4717
2012,new-jersey,nj,2122786,1478088,3600874,0.5895,0.4105
2012,new-mexico,nm,415335,335788,751123,0.553,0.447
2012,new-york,ny,4324228,2223397,6547625,0.6604,0.3396
2012,north-carolina,nc,2178391,2270395,4448786,0.4897,0.5103
2012,north-dakota,nd,124966,188320,313286,0.3989,0.6011
2012,ohio,oh,2827621,2661407,5489028,0.5151,0.4849
2012,oklahoma,ok,443547,891325,1334872,0.3323,0.6677
2012,oregon,or,970488,754175,1724663,0.5627,0.4373
2012,pennsylvania,pa,2990274,2680434,5670708,0.5273,0.4727
2012,rhode-island,ri,279677,157204,436881,0.6402,0.3598
2012,south-carolina,sc,865941,1071645,1937586,0.4469,0.5531
2012,south-dakota,sd,145039,210610,355649,0.4078,0.5922
2012,tennessee,tn,960709,1462330,2423039,0.3965,0.6035
2012,texas,tx,3308124,4569843,7877967,0.4199,0.5801
2012,utah,ut,251813,740600,992413,0.2537,0.7463
2012,vermont,vt,199239,92698,291937,0.6825,0.3175
2012,virginia,va,1971820,1822522,3794342,0.5197,0.4803
2012,washington,wa,1755396,1290670,3046066,0.5763,0.4237
2012,west-virginia,wv,238269,417655,655924,0.3633,0.6367
2012,wisconsin,wi,1620985,1410966,3031951,0.5346,0.4654
2012,wyoming,wy,69286,170962,240248,0.2884,0.7116
2016,alabama,al,729547,1318255,2047802,0.3563,0.6437
2016,alaska,ak,116454,163387,279841,0.4161,0.5839
2016,arizona,az,1161167,1252401,2413610,0.4811,0.5189
2016,arkansas,ar,380494,684872,1065366,0.3571,0.6429
2016,california,ca,8753788,4483810,13237598,0.6613,0.3387
2016,colorado,co,1338870,1202484,2541354,0.5268,0.4732
2016,connecticut,ct,897572,673215,1570787,0.5714,0.4286
2016,delaware,de,235603,185127,420730,0.56,0.44
2016,district-of-columbia,dc,282830,12723,295553,0.957,0.043
2016,florida,fl,4504975,4617886,9122861,0.4938,0.5062
2016,georgia,ga,1877963,2089104,3967067,0.4734,0.5266
2016,hawaii,hi,266891,128847,395738,0.6744,0.3256
2016,idaho,id,189765,409055,598820,0.3169,0.6831
2016,illinois,il,3090729,2146015,5236744,0.5902,0.4098
2016,indiana,in,1033126,1557286,2590412,0.3988,0.6012
2016,iowa,ia,653669,800983,1454652,0.4494,0.5506
2016,kansas,ks,427005,671018,1098023,0.3889,0.6111
2016,kentucky,ky,628854,1202971,1831825,0.3433,0.6567
2016,louisiana,la,780154,1178638,1958792,0.3983,0.6017
2016,maine,me,357735,335593,693328,0.516,0.484
2016,maryland,md,1677928,943169,2621434,0.6401,0.3598
2016,massachusetts,ma,1995196,1090893,3086089,0.6465,0.3535
2016,michigan,mi,2268839,2279543,4548382,0.4988,0.5012
2016,minnesota,mn,1367705,1322949,2690654,0.5083,0.4917
2016,mississippi,ms,485131,700714,1185845,0.4091,0.5909
2016,missouri,mo,1071068,1594511,2665579,0.4018,0.5982
2016,montana,mt,177709,279240,456949,0.3889,0.6111
2016,nebraska,ne,284494,495961,780455,0.3645,0.6355
2016,nevada,nv,539260,512058,1051318,0.5129,0.4871
2016,new-hampshire,nh,348526,345790,694316,0.502,0.498
2016,new-jersey,nj,2148278,1601933,3750211,0.5728,0.4272
2016,new-mexico,nm,385234,319667,704901,0.5465,0.4535
2016,new-york,ny,4379789,2527142,6906931,0.6341,0.3659
2016,north-carolina,nc,2189316,2362631,4551947,0.481,0.519
2016,north-dakota,nd,93758,216794,310552,0.3019,0.6981
2016,ohio,oh,2394164,2841005,5235169,0.4573,0.5427
2016,oklahoma,ok,420375,949136,1369511,0.307,0.693
2016,oregon,or,1002106,782403,1784509,0.5616,0.4384
2016,pennsylvania,pa,2926441,2970733,5897174,0.4962,0.5038
2016,rhode-island,ri,252525,180543,433068,0.5831,0.4169
2016,south-carolina,sc,855373,1155389,2010762,0.4254,0.5746
2016,south-dakota,sd,117458,227721,345179,0.3403,0.6597
2016,tennessee,tn,870695,1522925,2393620,0.3638,0.6362
2016,texas,tx,3877868,4685047,8562915,0.4529,0.5471
2016,utah,ut,310674,515211,825885,0.3762,0.6238
2016,vermont,vt,178573,95369,273942,0.6519,0.3481
2016,virginia,va,1981473,1769443,3750916,0.5283,0.4717
2016,washington,wa,1742718,1221747,2964465,0.5879,0.4121
2016,west-virginia,wv,188794,489371,678165,0.2784,0.7216
2016,wisconsin,wi,1382536,1405284,2787820,0.4959,0.5041
2016,wyoming,wy,55973,174419,230392,0.2429,0.7571
